"","obsn_num","house_price","income","in_cali","earthquake","epsilon"
"1",1,0.931449410789242,0.100236292781074,1,0,0.080267946883871
"2",2,0.93079667876559,0.0893409014224336,1,0,0.134092171653422
"3",3,0.787029556047044,0.110539717503323,1,0,-0.115669031469572
"4",4,0.904538099516847,0.108050738166948,1,0,0.0142844086821092
"5",5,0.681620376196509,0.0995862912763331,1,0,-0.166311080185156
"6",6,0.961416134780599,0.0997662239820683,1,0,0.112585014870257
"7",7,0.866229572617277,0.0980641876068528,1,0,0.0259086345830127
"8",8,0.837991530943109,0.09161288641667,1,0,0.0299270988597586
"9",9,0.874810591304479,0.0802934357494809,1,0,0.123343412557075
"10",10,0.810824101620068,0.0827391139065217,1,0,0.047128532087459
"11",11,0.804208208396277,0.112576742156259,1,0,-0.108675502385017
"12",12,0.622329273193116,0.112618725337942,1,0,-0.290764353496592
"13",13,0.939896418638214,0.0979362552081508,1,0,0.10021514259746
"14",14,0.909363661379144,0.108387840649974,1,0,0.0174244581292727
"15",15,1.08770029362818,0.0986257796942178,1,0,0.244571395157089
"16",16,0.722927228176331,0.0882432667674302,1,0,-0.0682891056608204
"17",17,1.06578370537133,0.11638032766999,1,0,0.133882067021385
"18",18,0.770062406312519,0.105094492104011,1,0,-0.105410054207536
"19",19,0.191132230176458,0.0940460886228297,1,1,-0.129098212937691
"20",20,0.627234395126109,0.0975483627341711,1,0,-0.210507418544747
"21",21,0.725647234344821,0.0972274990177522,1,0,-0.11049026074394
"22",22,0.430477690388974,0.111368665550095,1,1,0.0236343626384997
"23",23,0.932203028490746,0.110605829406539,1,0,0.029173881458049
"24",24,0.793020312060412,0.10009300503765,1,0,-0.0574447131278362
"25",25,0.774276799189359,0.0935947392488805,1,0,-0.043696897055044
"26",26,0.842294934509963,0.10219361355717,1,0,-0.0186731332758865
"27",27,0.65356876213155,0.0939249798783239,1,0,-0.16605613726007
"28",28,0.68483902009697,0.0785437278460607,1,0,-0.0578796191333334
"29",29,0.823646536137446,0.0878177131407692,1,0,0.0345579704335996
"30",30,0.307916220778555,0.109257716036693,1,1,-0.0883723594049114
"31",31,0.730446658332346,0.0761212399712863,1,0,-0.000159541524086023
"32",32,0.858559626961633,0.0946854851801135,1,0,0.0351322010610653
"33",33,0.87476729295427,0.109435967348218,1,0,-0.022412543786818
"34",34,0.860262496970139,0.0810496932945474,1,0,0.105014030497402
"35",35,0.935578594449114,0.0961381298841685,1,0,0.104887945028271
"36",36,0.77715676061035,0.120228779033871,1,0,-0.173987134559006
"37",37,0.639656004804829,0.0879176713869646,1,0,-0.149932352129994
"38",38,0.783740126785632,0.0953667772721856,1,0,-0.0430937595752959
"39",39,0.895780696550026,0.0917386810850972,1,0,0.0870872911245403
"40",40,0.808784385970333,0.0827926230735773,1,0,0.0448212706024465
"41",41,0.652260542988754,0.0863942451293027,1,0,-0.12971068265776
"42",42,0.826978517467758,0.083800341812416,1,0,0.0579768084056782
"43",43,0.867748476020509,0.0988883377598572,1,0,0.0233067872212229
"44",44,0.928577202823355,0.118017832743806,1,0,-0.0115119608956774
"45",45,0.815705902824415,0.101440833157824,1,0,-0.0414982629647059
"46",46,1.08777391445215,0.107463948229901,1,0,0.200454173302644
"47",47,0.82867604721317,0.0898660284475925,1,0,0.0293459049752077
"48",48,0.865963303002043,0.110133712957767,1,0,-0.0347052617867896
"49",49,0.998312797309029,0.11367573267447,1,0,0.0799341339366809
"50",50,0.274976217587214,0.103665401113252,1,1,-0.0933507879790449
"51",51,0.526140061072071,0.0864538286327682,0,0,-0.00612908209177035
"52",52,0.531067973689944,0.0972565174693467,0,0,-0.0552146136567901
"53",53,0.556827417648076,0.0984459558746999,0,0,-0.0354023617254237
"54",54,0.769686159914989,0.102388415441865,0,0,0.157744082705664
"55",55,0.718190041052256,0.102749973673093,0,0,0.104440172686793
"56",56,0.917085806139279,0.118533416744845,0,0,0.224418722415054
"57",57,0.62255401009948,0.0970649677298317,0,0,0.0372291714503211
"58",58,0.658151118772232,0.0923215503034799,0,0,0.0965433672548321
"59",59,0.523248242435847,0.0937442565108118,0,0,-0.0454730401182118
"60",60,0.823895385665672,0.107649465340835,0,0,0.185648058961498
"61",61,0.576793053919032,0.0987070429049959,0,0,-0.0167421606059471
"62",62,0.481280062915366,0.0908892615979406,0,0,-0.0731662450743367
"63",63,0.555686466616304,0.115696169293171,0,0,-0.122794379849552
"64",64,0.551472701854683,0.0979852683557258,0,0,-0.0384536399239462
"65",65,0.53462740389091,0.102579208459866,0,0,-0.0782686384084205
"66",66,0.746753109576694,0.103065387962212,0,0,0.131426169765631
"67",67,0.559204505232384,0.105503075033998,0,0,-0.0683108699376063
"68",68,0.751562423285013,0.106985073113417,0,0,0.116637057717927
"69",69,0.62755771585108,0.092138482403828,0,0,0.0668653038319401
"70",70,0.616041142218494,0.0921463531716619,0,0,0.0553093763601844
"71",71,0.486958700569203,0.098821716940654,0,0,-0.107149884134067
"72",72,0.643617738440437,0.109603557094048,0,0,-0.00440004702980516
"73",73,0.56072533641311,0.117555306581375,0,0,-0.127051196493763
"74",74,0.549460456489749,0.0991642722497625,0,0,-0.0463609047590638
"75",75,0.636781098649766,0.109358804353561,0,0,-0.0100129231180388
"76",76,0.587731883164194,0.108959293046148,0,0,-0.0570645820665482
"77",77,0.627580428085595,0.0925496747707964,0,0,0.0648320542316133
"78",78,0.6282757360977,0.106484522651114,0,0,-0.00414687715787178
"79",79,0.533082645915186,0.101541879619744,0,0,-0.0746267521835349
"80",80,0.719300468872776,0.0907340147629416,0,0,0.165630395058068
"81",81,0.535495114846138,0.121629190635978,0,0,-0.172650838333752
"82",82,0.505007096499347,0.100891155328668,0,0,-0.0994486801439915
"83",83,0.47039063187821,0.0952588703424124,0,0,-0.105903719833852
